CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status
Kendra Wilkinson,12,7,Percent,30.5,16.2%,0.0%-17.2%,14.667407989501953,4.0,0.02972385489847511,3.8108199078124017e-05,0.0,0.0008020997047424316,0.007698751986026764,0.425076961517334,Eliminated (Place 6)
Ralph Macchio,12,8,Percent,23.0,17.7%,2.3%-100.0%,13.966245651245117,5.0,0.1399079777300358,0.0010903157526627183,0.0,0.03230851888656616,0.010549312457442284,0.2808922231197357,Safe
Chelsea Kane,12,8,Percent,27.5,21.2%,0.0%-97.7%,23.97066879272461,1.0,0.1399079777300358,0.0010903157526627183,0.0,0.03230851888656616,0.010549312457442284,0.2808922231197357,Safe
Kirstie Alley,12,8,Percent,26.5,20.4%,0.0%-97.7%,21.08519744873047,3.0,0.1399079777300358,0.0010903157526627183,0.0,0.03230851888656616,0.010549312457442284,0.2808922231197357,Safe
Hines Ward,12,8,Percent,27.0,20.8%,0.0%-97.7%,22.715351104736328,2.0,0.1399079777300358,0.0010903157526627183,0.0,0.03230851888656616,0.010549312457442284,0.2808922231197357,Safe
Romeo,12,8,Percent,26.0,20.0%,0.0%-20.0%,18.26253890991211,4.0,0.1399079777300358,0.0010903157526627183,0.0,0.03230851888656616,0.010549312457442284,0.2808922231197357,Eliminated (Place 5)
Ralph Macchio,12,9,Percent,24.0,20.4%,0.0%-29.6%,19.44005584716797,4.0,0.0144049271941185,0.0,0.0,0.0002238750457763672,0.010070446878671646,0.1627756804227829,Eliminated (Place 4)
Chelsea Kane,12,9,Percent,36.5,31.1%,0.0%-100.0%,32.43476486206055,1.0,0.0144049271941185,0.0,0.0,0.0002238750457763672,0.010070446878671646,0.1627756804227829,Safe
Kirstie Alley,12,9,Percent,27.0,23.0%,0.0%-100.0%,22.35791015625,3.0,0.0144049271941185,0.0,0.0,0.0002238750457763672,0.010070446878671646,0.1627756804227829,Safe
Hines Ward,12,9,Percent,30.0,25.5%,0.0%-100.0%,25.76727294921875,2.0,0.0144049271941185,0.0,0.0,0.0002238750457763672,0.010070446878671646,0.1627756804227829,Safe
Chelsea Kane,12,10,Percent,29.666600000000003,34.0%,0.0%-50.0%,36.27593994140625,1.0,0.0209080807864666,0.0,0.0,1.7881393432617188e-07,0.004139389842748642,0.36848536133766174,Eliminated (Place 3)
Kirstie Alley,12,10,Percent,27.999899999999997,32.1%,0.0%-51.0%,27.448118209838867,2.0,0.0209080807864666,0.0,0.0,1.7881393432617188e-07,0.004139389842748642,0.36848536133766174,Eliminated (Place 2)
Hines Ward,12,10,Percent,29.666600000000003,34.0%,32.7%-100.0%,36.27593994140625,1.0,0.0209080807864666,0.0,0.0,1.7881393432617188e-07,0.004139389842748642,0.36848536133766174,Safe
Elisabetta Canalis,13,1,Percent,15.0,6.9%,0.0%-100.0%,6.65262508392334,9.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
David Arquette,13,1,Percent,18.0,8.3%,0.0%-100.0%,8.290849685668945,6.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
Ricki Lake,13,1,Percent,20.0,9.2%,0.0%-100.0%,9.37390422821045,4.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
J.R. Martinez,13,1,Percent,22.0,10.1%,0.0%-100.0%,10.47935676574707,1.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
Metta World Peace (Ron),13,1,Percent,14.0,6.5%,0.0%-10.2%,6.114893913269043,10.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Eliminated (Place 12)
Hope Solo,13,1,Percent,21.0,9.7%,0.0%-100.0%,9.921929359436035,3.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
Chynna Phillips,13,1,Percent,22.0,10.1%,0.0%-100.0%,10.450439453125,2.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
Kristin Cavallari,13,1,Percent,19.0,8.8%,0.0%-100.0%,8.832208633422852,5.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
Carson Kressley,13,1,Percent,17.0,7.8%,0.0%-100.0%,7.746615409851074,7.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
Chaz Bono,13,1,Percent,17.0,7.8%,0.0%-100.0%,7.746615409851074,7.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
Nancy Grace,13,1,Percent,16.0,7.4%,0.0%-100.0%,7.195278167724609,8.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
Rob Kardashian,13,1,Percent,16.0,7.4%,0.0%-100.0%,7.195278167724609,8.0,0.036506087705492976,0.0,0.0,1.0609626770019531e-05,0.011270822957158089,0.594659686088562,Safe
Elisabetta Canalis,13,2,Percent,21.0,9.4%,0.0%-8.8%,9.1749267578125,5.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Eliminated (Place 11)
David Arquette,13,2,Percent,18.0,8.1%,1.3%-96.0%,8.800309181213379,7.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Safe
Ricki Lake,13,2,Percent,23.0,10.3%,0.0%-94.6%,9.44406509399414,1.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Safe
J.R. Martinez,13,2,Percent,22.0,9.9%,0.0%-94.6%,9.3104248046875,2.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Safe
Hope Solo,13,2,Percent,19.0,8.5%,0.9%-95.5%,8.934840202331543,6.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Safe
Chynna Phillips,13,2,Percent,21.0,9.4%,0.0%-94.6%,9.1809663772583,4.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Safe
Kristin Cavallari,13,2,Percent,22.0,9.9%,0.0%-94.6%,9.310065269470215,3.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Safe
Carson Kressley,13,2,Percent,18.0,8.1%,1.3%-96.0%,8.800309181213379,7.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Safe
Chaz Bono,13,2,Percent,17.0,7.6%,1.8%-96.4%,8.682159423828125,8.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Safe
Nancy Grace,13,2,Percent,21.0,9.4%,0.0%-94.6%,9.1809663772583,4.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Safe
Rob Kardashian,13,2,Percent,21.0,9.4%,0.0%-94.6%,9.1809663772583,4.0,0.05582808759063483,0.0001243686565430835,0.0,0.00017410516738891602,0.0002606112975627184,0.9109624624252319,Safe
David Arquette,13,3,Percent,24.0,10.1%,0.0%-95.8%,10.130636215209961,3.0,0.06470412258058786,0.0003253556205891073,0.0,0.0013946890830993652,0.004175903275609016,0.6955088376998901,Safe
Ricki Lake,13,3,Percent,27.0,11.4%,0.0%-95.8%,11.412386894226074,1.0,0.06470412258058786,0.0003253556205891073,0.0,0.0013946890830993652,0.004175903275609016,0.6955088376998901,Safe
J.R. Martinez,13,3,Percent,26.0,11.0%,0.0%-95.8%,10.976223945617676,2.0,0.06470412258058786,0.0003253556205891073,0.0,0.0013946890830993652,0.004175903275609016,0.6955088376998901,Safe
Hope Solo,13,3,Percent,24.0,10.1%,0.0%-95.8%,10.130636215209961,3.0,0.06470412258058786,0.0003253556205891073,0.0,0.0013946890830993652,0.004175903275609016,0.6955088376998901,Safe
Chynna Phillips,13,3,Percent,26.0,11.0%,0.0%-95.8%,10.976223945617676,2.0,0.06470412258058786,0.0003253556205891073,0.0,0.0013946890830993652,0.004175903275609016,0.6955088376998901,Safe
Kristin Cavallari,13,3,Percent,24.0,10.1%,0.0%-9.9%,9.981868743896484,5.0,0.06470412258058786,0.0003253556205891073,0.0,0.0013946890830993652,0.004175903275609016,0.6955088376998901,Eliminated (Place 10)
Carson Kressley,13,3,Percent,23.0,9.7%,0.4%-96.2%,9.661848068237305,6.0,0.06470412258058786,0.0003253556205891073,0.0,0.0013946890830993652,0.004175903275609016,0.6955088376998901,Safe
Chaz Bono,13,3,Percent,18.0,7.6%,2.5%-98.3%,7.682024002075195,8.0,0.06470412258058786,0.0003253556205891073,0.0,0.0013946890830993652,0.004175903275609016,0.6955088376998901,Safe
Nancy Grace,13,3,Percent,21.0,8.9%,1.3%-97.0%,8.926444053649902,7.0,0.06470412258058786,0.0003253556205891073,0.0,0.0013946890830993652,0.004175903275609016,0.6955088376998901,Safe
Rob Kardashian,13,3,Percent,24.0,10.1%,0.0%-95.8%,10.121708869934082,4.0,0.06470412258058786,0.0003253556205891073,0.0,0.0013946890830993652,0.004175903275609016,0.6955088376998901,Safe
David Arquette,13,4,Percent,23.0,11.0%,0.0%-99.5%,10.952935218811035,5.0,0.033777481815195645,1.3978543393022846e-05,0.0,0.0001729726791381836,0.010719604790210724,0.5210892558097839,Safe
Ricki Lake,13,4,Percent,29.0,13.9%,0.0%-99.5%,15.204550743103027,1.0,0.033777481815195645,1.3978543393022846e-05,0.0,0.0001729726791381836,0.010719604790210724,0.5210892558097839,Safe
J.R. Martinez,13,4,Percent,26.0,12.4%,0.0%-99.5%,13.09852409362793,2.0,0.033777481815195645,1.3978543393022846e-05,0.0,0.0001729726791381836,0.010719604790210724,0.5210892558097839,Safe
Hope Solo,13,4,Percent,24.0,11.5%,0.0%-99.5%,11.695883750915527,3.0,0.033777481815195645,1.3978543393022846e-05,0.0,0.0001729726791381836,0.010719604790210724,0.5210892558097839,Safe
Chynna Phillips,13,4,Percent,21.0,10.0%,0.0%-12.2%,9.438033103942871,7.0,0.033777481815195645,1.3978543393022846e-05,0.0,0.0001729726791381836,0.010719604790210724,0.5210892558097839,Eliminated (Place 9)
Carson Kressley,13,4,Percent,20.0,9.6%,0.5%-100.0%,8.859013557434082,8.0,0.033777481815195645,1.3978543393022846e-05,0.0,0.0001729726791381836,0.010719604790210724,0.5210892558097839,Safe
Chaz Bono,13,4,Percent,21.0,10.0%,0.0%-99.5%,9.542777061462402,6.0,0.033777481815195645,1.3978543393022846e-05,0.0,0.0001729726791381836,0.010719604790210724,0.5210892558097839,Safe
Nancy Grace,13,4,Percent,21.0,10.0%,0.0%-99.5%,9.542777061462402,6.0,0.033777481815195645,1.3978543393022846e-05,0.0,0.0001729726791381836,0.010719604790210724,0.5210892558097839,Safe
Rob Kardashian,13,4,Percent,24.0,11.5%,0.0%-99.5%,11.665505409240723,4.0,0.033777481815195645,1.3978543393022846e-05,0.0,0.0001729726791381836,0.010719604790210724,0.5210892558097839,Safe
David Arquette,13,5,Percent,25.0,13.3%,0.0%-100.0%,13.85322380065918,2.0,0.029960928671061992,0.0,0.0,6.377696990966797e-05,0.011900355108082294,0.45513877272605896,Safe
Ricki Lake,13,5,Percent,24.0,12.8%,0.0%-100.0%,12.934213638305664,4.0,0.029960928671061992,0.0,0.0,6.377696990966797e-05,0.011900355108082294,0.45513877272605896,Safe
J.R. Martinez,13,5,Percent,28.0,14.9%,0.0%-100.0%,16.409364700317383,1.0,0.029960928671061992,0.0,0.0,6.377696990966797e-05,0.011900355108082294,0.45513877272605896,Safe
Hope Solo,13,5,Percent,24.0,12.8%,0.0%-100.0%,12.888092041015625,5.0,0.029960928671061992,0.0,0.0,6.377696990966797e-05,0.011900355108082294,0.45513877272605896,Safe
Carson Kressley,13,5,Percent,19.0,10.1%,0.0%-14.9%,8.606701850891113,8.0,0.029960928671061992,0.0,0.0,6.377696990966797e-05,0.011900355108082294,0.45513877272605896,Eliminated (Place 8)
Chaz Bono,13,5,Percent,21.0,11.2%,0.0%-100.0%,10.313617706298828,7.0,0.029960928671061992,0.0,0.0,6.377696990966797e-05,0.011900355108082294,0.45513877272605896,Safe
Nancy Grace,13,5,Percent,22.0,11.7%,0.0%-100.0%,11.187814712524414,6.0,0.029960928671061992,0.0,0.0,6.377696990966797e-05,0.011900355108082294,0.45513877272605896,Safe
Rob Kardashian,13,5,Percent,25.0,13.3%,0.0%-100.0%,13.806964874267578,3.0,0.029960928671061992,0.0,0.0,6.377696990966797e-05,0.011900355108082294,0.45513877272605896,Safe
David Arquette,13,6,Percent,23.0,13.9%,0.0%-100.0%,13.737199783325195,3.0,0.02723247669637203,0.0,0.0,1.8477439880371094e-05,0.012432562187314034,0.3950892388820648,Safe
Ricki Lake,13,6,Percent,29.0,17.5%,0.0%-100.0%,18.242929458618164,1.0,0.02723247669637203,0.0,0.0,1.8477439880371094e-05,0.012432562187314034,0.3950892388820648,Safe
J.R. Martinez,13,6,Percent,29.0,17.5%,0.0%-100.0%,18.242929458618164,1.0,0.02723247669637203,0.0,0.0,1.8477439880371094e-05,0.012432562187314034,0.3950892388820648,Safe
Hope Solo,13,6,Percent,20.0,12.0%,0.0%-100.0%,11.521827697753906,5.0,0.02723247669637203,0.0,0.0,1.8477439880371094e-05,0.012432562187314034,0.3950892388820648,Safe
Chaz Bono,13,6,Percent,19.0,11.4%,0.0%-17.1%,10.788212776184082,6.0,0.02723247669637203,0.0,0.0,1.8477439880371094e-05,0.012432562187314034,0.3950892388820648,Eliminated (Place 7)
Nancy Grace,13,6,Percent,24.0,14.5%,0.0%-100.0%,14.490193367004395,2.0,0.02723247669637203,0.0,0.0,1.8477439880371094e-05,0.012432562187314034,0.3950892388820648,Safe
Rob Kardashian,13,6,Percent,22.0,13.3%,0.0%-100.0%,12.976698875427246,4.0,0.02723247669637203,0.0,0.0,1.8477439880371094e-05,0.012432562187314034,0.3950892388820648,Safe
David Arquette,13,7,Percent,23.5,16.0%,0.0%-17.3%,15.460845947265625,5.0,0.03842966505326331,0.00012185361993033439,0.0,0.0012586116790771484,0.003261147066950798,0.5093215107917786,Eliminated (Place 6)
Ricki Lake,13,7,Percent,26.5,18.1%,0.0%-99.0%,19.043359756469727,1.0,0.03842966505326331,0.00012185361993033439,0.0,0.0012586116790771484,0.003261147066950798,0.5093215107917786,Safe
J.R. Martinez,13,7,Percent,24.0,16.4%,0.0%-99.0%,16.18417739868164,4.0,0.03842966505326331,0.00012185361993033439,0.0,0.0012586116790771484,0.003261147066950798,0.5093215107917786,Safe
Hope Solo,13,7,Percent,25.0,17.1%,0.0%-99.0%,17.325536727905273,3.0,0.03842966505326331,0.00012185361993033439,0.0,0.0012586116790771484,0.003261147066950798,0.5093215107917786,Safe
Nancy Grace,13,7,Percent,22.0,15.0%,1.0%-100.0%,14.016397476196289,6.0,0.03842966505326331,0.00012185361993033439,0.0,0.0012586116790771484,0.003261147066950798,0.5093215107917786,Safe
Rob Kardashian,13,7,Percent,25.5,17.4%,0.0%-99.0%,17.969682693481445,2.0,0.03842966505326331,0.00012185361993033439,0.0,0.0012586116790771484,0.003261147066950798,0.5093215107917786,Safe
Ricki Lake,13,8,Percent,26.0,20.1%,0.0%-100.0%,20.41385841369629,2.0,0.023341450840234756,0.0,0.0,0.0009129047393798828,0.009802084416151047,0.3309459090232849,Safe
J.R. Martinez,13,8,Percent,30.0,23.2%,0.0%-100.0%,25.757265090942383,1.0,0.023341450840234756,0.0,0.0,0.0009129047393798828,0.009802084416151047,0.3309459090232849,Safe
Hope Solo,13,8,Percent,26.0,20.1%,0.0%-100.0%,20.004684448242188,3.0,0.023341450840234756,0.0,0.0,0.0009129047393798828,0.009802084416151047,0.3309459090232849,Safe
Nancy Grace,13,8,Percent,22.0,17.0%,0.0%-23.0%,14.53701114654541,5.0,0.023341450840234756,0.0,0.0,0.0009129047393798828,0.009802084416151047,0.3309459090232849,Eliminated (Place 5)
Rob Kardashian,13,8,Percent,25.5,19.7%,0.0%-100.0%,19.28717613220215,4.0,0.023341450840234756,0.0,0.0,0.0009129047393798828,0.009802084416151047,0.3309459090232849,Safe
Ricki Lake,13,9,Percent,33.4999,28.3%,0.0%-100.0%,29.890066146850586,1.0,0.015589166432619095,0.0,0.0,0.00018543004989624023,0.009318187832832336,0.19625647366046906,Safe
J.R. Martinez,13,9,Percent,28.0,23.6%,0.0%-100.0%,23.00398826599121,3.0,0.015589166432619095,0.0,0.0,0.00018543004989624023,0.009318187832832336,0.19625647366046906,Safe
Hope Solo,13,9,Percent,24.4998,20.7%,0.0%-29.3%,18.690410614013672,4.0,0.015589166432619095,0.0,0.0,0.00018543004989624023,0.009318187832832336,0.19625647366046906,Eliminated (Place 4)
Rob Kardashian,13,9,Percent,32.4998,27.4%,0.0%-100.0%,28.4155330657959,2.0,0.015589166432619095,0.0,0.0,0.00018543004989624023,0.009318187832832336,0.19625647366046906,Safe
Ricki Lake,13,10,Percent,27.999899999999997,33.1%,0.0%-50.1%,31.957786560058594,3.0,0.0373772565741092,0.00011058397649321705,0.0,0.00037980079650878906,0.0002722349017858505,0.5597479343414307,Eliminated (Place 3)
J.R. Martinez,13,10,Percent,28.1665,33.3%,33.3%-100.0%,33.37615966796875,2.0,0.0373772565741092,0.00011058397649321705,0.0,0.00037980079650878906,0.0002722349017858505,0.5597479343414307,Safe
Rob Kardashian,13,10,Percent,28.333199999999998,33.5%,0.0%-49.9%,34.666053771972656,1.0,0.0373772565741092,0.00011058397649321705,0.0,0.00037980079650878906,0.0002722349017858505,0.5597479343414307,Eliminated (Place 2)
William Levy,14,1,Percent,24.0,8.9%,0.0%-100.0%,9.349048614501953,3.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Jack Wagner,14,1,Percent,23.0,8.5%,0.0%-100.0%,8.667776107788086,5.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Sherri Sheperd,14,1,Percent,23.0,8.5%,0.0%-100.0%,8.667776107788086,5.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Jaleel White,14,1,Percent,26.0,9.6%,0.0%-100.0%,10.694744110107422,2.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Roshon Fegan,14,1,Percent,23.0,8.5%,0.0%-100.0%,8.667776107788086,5.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Melissa Gilbert,14,1,Percent,20.0,7.4%,0.0%-100.0%,6.652618408203125,8.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Martina Navratilova,14,1,Percent,20.0,7.4%,0.0%-100.0%,6.652618408203125,8.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Donald Driver,14,1,Percent,21.0,7.8%,0.0%-100.0%,7.329097270965576,6.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Gavin DeGraw,14,1,Percent,20.0,7.4%,0.0%-100.0%,6.604968547821045,9.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Gladys Knight,14,1,Percent,23.0,8.5%,0.0%-100.0%,8.690669059753418,4.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Katherine Jenkins,14,1,Percent,26.0,9.6%,0.0%-100.0%,10.70642375946045,1.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
Maria Menounos,14,1,Percent,21.0,7.8%,0.0%-100.0%,7.316479682922363,7.0,0.03725680988281965,0.0,0.0,4.649162292480469e-05,0.010862951166927814,0.6138509511947632,Safe
William Levy,14,2,Percent,25.0,9.3%,0.0%-100.0%,9.601330757141113,4.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
Jack Wagner,14,2,Percent,21.0,7.8%,0.0%-100.0%,7.6371750831604,8.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
Sherri Sheperd,14,2,Percent,23.0,8.6%,0.0%-100.0%,8.618879318237305,6.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
Jaleel White,14,2,Percent,22.0,8.2%,0.0%-100.0%,8.127720832824707,7.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
Roshon Fegan,14,2,Percent,26.0,9.7%,0.0%-100.0%,10.116735458374023,1.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
Melissa Gilbert,14,2,Percent,20.0,7.4%,0.0%-100.0%,7.133673191070557,10.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
Martina Navratilova,14,2,Percent,17.0,6.3%,0.0%-10.3%,5.675172805786133,12.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Eliminated (Place 12)
Donald Driver,14,2,Percent,24.0,8.9%,0.0%-100.0%,9.110518455505371,5.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
Gavin DeGraw,14,2,Percent,21.0,7.8%,0.0%-100.0%,7.625626564025879,9.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
Gladys Knight,14,2,Percent,19.0,7.1%,0.0%-100.0%,6.648879528045654,11.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
Katherine Jenkins,14,2,Percent,26.0,9.7%,0.0%-100.0%,10.092479705810547,2.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
Maria Menounos,14,2,Percent,25.0,9.3%,0.0%-100.0%,9.611808776855469,3.0,0.036875252798199656,0.0,0.0,1.5795230865478516e-05,0.011019779369235039,0.604951798915863,Safe
William Levy,14,3,Percent,28.0,10.0%,0.0%-100.0%,11.358209609985352,2.0,0.03680055168907757,2.0685778423512602e-08,0.0,5.078315734863281e-05,0.010466455481946468,0.6093648076057434,Safe
Jack Wagner,14,3,Percent,24.0,8.6%,0.0%-9.6%,7.798122406005859,7.0,0.03680055168907757,2.0685778423512602e-08,0.0,5.078315734863281e-05,0.010466455481946468,0.6093648076057434,Eliminated (Place 11)
Sherri Sheperd,14,3,Percent,24.0,8.6%,0.0%-100.0%,7.816529273986816,6.0,0.03680055168907757,2.0685778423512602e-08,0.0,5.078315734863281e-05,0.010466455481946468,0.6093648076057434,Safe
